TROPICAL SMOOTHIE,JUICES,AR348,AR348,1,5,coco cubano,5,6/11/2019,7.9,G,0,Inclusive,7.9,1000,111207,"Mango, passionfruit, banana, yogurt, honey "
SMASHED AVO V,ALL DAY BREAKFAST,AR349,AR349,1,5,coco cubano,5,6/12/2019,12.5,G,0,Inclusive,12.5,1000,111207,"Smashed fresh avo, soft poached egg, feta cheese,cherry tomatoes, mixed seeds "
HAVANA FEAST,ALL DAY BREAKFAST,AR350,AR350,1,5,coco cubano,5,6/13/2019,19.5,G,0,Inclusive,19.5,1000,111207,"Two free range fried eggs, bacon, grilled chorizo, hash browns,wilted spinach, blistered cherry tomatoes, sourdough toast"
VEGETARIAN HAVANA FEAST V,ALL DAY BREAKFAST,AR351,AR351,1,5,coco cubano,5,6/14/2019,19.5,G,0,Inclusive,19.5,1000,111207,"Two free range fried eggs, grilled haloumi, hash browns,field mushrooms, wilted spinach, blistered cherry tomatoes,sourdough toast "
CLASSIC BACON & EGG BURGER,ALL DAY BREAKFAST,AR352,AR352,1,5,coco cubano,5,6/15/2019,10,G,0,Inclusive,10,1000,111207,"Free range fried egg, bacon, bbq sauce "
BREKKY WRAP,ALL DAY BREAKFAST,AR353,AR353,1,5,coco cubano,5,6/16/2019,12,G,0,Inclusive,12,1000,111207,"Free range fried egg, bacon, spinach, bbq sauce, aioli "
B.L.A.T. SANDWICH,ALL DAY BREAKFAST,AR354,AR354,1,5,coco cubano,5,6/17/2019,13.5,G,0,Inclusive,13.5,1000,111207,"Bacon, lettuce, avocado & tomato on rye bread "
"HAM, CHEESE & TOMATO TOASTIE",ALL DAY BREAKFAST,AR355,AR355,1,5,coco cubano,5,6/18/2019,7.5,G,0,Inclusive,7.5,1000,111207,"Sliced ham, tasty cheese and tomato on white toast "
EGGS YOUR WAY,ALL DAY BREAKFAST,AR356,AR356,1,5,coco cubano,5,6/19/2019,10,G,0,Inclusive,10,1000,111207,"Two free range eggs fried, poached or scrambled,sourdough toast"
WAFFLES,ALL DAY BREAKFAST,AR357,AR357,1,5,coco cubano,5,6/20/2019,13.5,G,0,Inclusive,13.5,1000,111207,Toasted waffles with berry compote and maple syrup 
CUBAN BENNY,EGGS BENEDICT,AR358,AR358,1,5,coco cubano,5,6/21/2019,17,G,0,Inclusive,17,1000,111207,"Two free range poached eggs, slow cooked pulled pork, bacon,spinach, hollandaise, sourdough toast "
MUSHROOM BENNY V,EGGS BENEDICT,AR359,AR359,1,5,coco cubano,5,6/22/2019,17,G,0,Inclusive,17,1000,111207,"Two free range poached eggs, sauteed mushrooms, baby spinach,hollandaise, sourdough toast "
SALMON BENNY,EGGS BENEDICT,AR360,AR360,1,5,coco cubano,5,6/23/2019,18,G,0,Inclusive,18,1000,111207,"Two free range poached eggs, smoked salmon, baby spinach,hollandaise, sourdough toast "
CLUB SANDWICH,CLASSICS,AR361,AR361,1,5,coco cubano,5,6/24/2019,17.9,G,0,Inclusive,17.9,1000,111207,"Triple deck sandwich w/ grilled chicken, crispy bacon, rocket,sliced tomato, smashed avo, mayo w/ fries "
CHICKEN WRAP,CLASSICS,AR362,AR362,1,5,coco cubano,5,6/25/2019,16.5,G,0,Inclusive,16.5,1000,111207,"Lime & pepper chicken breast, guac, tomato salsa, mixed lettuce, aioli & chilli sauce, toasted w/ fries "
FALAFEL WRAP V,CLASSICS,AR363,AR363,1,5,coco cubano,5,6/26/2019,11.9,G,0,Inclusive,11.9,1000,111207,"Falafel, cucumber, tahini, creamy slaw, chipotle aioli, capsicum "
CHURROS & ICE CREAM,FAMOUS CHURROS,AR364,AR364,1,5,coco cubano,5,6/27/2019,12.9,G,0,Inclusive,12.9,1000,111207,"Churros tossed in cinnamon sugar,w/ ice cream & chocolate pot "
CHURRO SUNDAE,FAMOUS CHURROS,AR365,AR365,1,5,coco cubano,5,6/28/2019,14.5,G,0,Inclusive,14.5,1000,111207,"Vanilla ice cream, churros, brownie crumble, dulce de leche, chocolate fudge & cinnamon sugar "
Melted chocolate pot Sweet Add-Ons,FAMOUS CHURROS,AR366,AR366,1,5,coco cubano,5,6/29/2019,3,G,0,Inclusive,3,1000,111207,
dulce de leche Sweet Add-Ons,FAMOUS CHURROS,AR367,AR367,1,5,coco cubano,5,6/30/2019,4,G,0,Inclusive,4,1000,111207,
vanilla ice cream Sweet Add-Ons,FAMOUS CHURROS,AR368,AR368,1,5,coco cubano,5,7/1/2019,2,G,0,Inclusive,2,1000,111207,
 strawberries Sweet Add-Ons,FAMOUS CHURROS,AR369,AR369,1,5,coco cubano,5,7/2/2019,3,G,0,Inclusive,3,1000,111207,
